INDV,O(HOM),E(HOM),N_SITES,F,POP
NS.1794.002.UDP0143_i7---UDP0143_i5.NENS_27.realigned.bam,4788133,4726452.2,6539556,0.03402,Northeast NS
NS.1794.002.UDP0144_i7---UDP0144_i5.NENS_28.realigned.bam,4607135,4463724.8,6182096,0.08346,Northeast NS
NS.1794.002.UDP0145_i7---UDP0145_i5.NENS_29.realigned.bam,3825890,3558655.2,4945502,0.19269,Northeast NS
NS.1794.002.UDP0146_i7---UDP0146_i5.NENS_30.realigned.bam,5078540,5206849.4,7192228,-0.06463,Northeast NS
NS.1794.002.UDP0147_i7---UDP0147_i5.NENS_31.realigned.bam,4069620,3832537.5,5320555,0.15933,Northeast NS
NS.1794.002.UDP0148_i7---UDP0148_i5.NENS_32.realigned.bam,4602876,4478563.3,6203233,0.07208,Northeast NS
NS.1794.002.UDP0149_i7---UDP0149_i5.NENS_33.realigned.bam,5103613,5248807.1,7249187,-0.07258,Northeast NS
NS.1794.002.UDP0150_i7---UDP0150_i5.NENS_34.realigned.bam,4770031,4720427.6,6532737,0.02737,Northeast NS
NS.1794.002.UDP0151_i7---UDP0151_i5.NENS_35.realigned.bam,5129876,5301143.7,7320207,-0.08483,Northeast NS
NS.1794.002.UDP0152_i7---UDP0152_i5.4X_1.realigned.bam,5200547,5525794.8,7623583,-0.15504,NAFO 4X
NS.1794.002.UDP0153_i7---UDP0153_i5.4X_2.realigned.bam,5110586,5290092.6,7305095,-0.08909,NAFO 4X
NS.1794.002.UDP0154_i7---UDP0154_i5.4X_3.realigned.bam,4595710,4463826.7,6183065,0.07671,NAFO 4X
NS.1794.002.UDP0155_i7---UDP0155_i5.4X_4.realigned.bam,4937081,5025225,6946238,-0.04588,NAFO 4X
NS.1794.002.UDP0156_i7---UDP0156_i5.4X_5.realigned.bam,4677710,4576962.8,6337458,0.05723,NAFO 4X
NS.1794.002.UDP0157_i7---UDP0157_i5.4X_6.realigned.bam,4455575,4283654.4,5937643,0.10394,NAFO 4X
NS.1794.002.UDP0158_i7---UDP0158_i5.4X_7.realigned.bam,4234166,4017380.9,5575022,0.13918,NAFO 4X
NS.1794.002.UDP0159_i7---UDP0159_i5.4X_8.realigned.bam,4866065,4845230.5,6701961,0.01122,NAFO 4X
NS.1794.002.UDP0160_i7---UDP0160_i5.4X_9.realigned.bam,5106483,5249277,7250139,-0.07137,NAFO 4X
NS.1794.002.UDP0161_i7---UDP0161_i5.4X_10.realigned.bam,4985086,5039058.4,6965693,-0.02801,NAFO 4X
NS.1794.002.UDP0162_i7---UDP0162_i5.4X_11.realigned.bam,4423003,4253464.8,5896488,0.10319,NAFO 4X
NS.1794.002.UDP0163_i7---UDP0163_i5.4X_12.realigned.bam,5019438,5127935,7086070,-0.05541,NAFO 4X
NS.1794.002.UDP0164_i7---UDP0164_i5.4X_13.realigned.bam,4970619,5018554.6,6937312,-0.02498,NAFO 4X
NS.1794.002.UDP0165_i7---UDP0165_i5.4X_14.realigned.bam,5137643,5376815.4,7422843,-0.1169,NAFO 4X
NS.1794.002.UDP0166_i7---UDP0166_i5.4X_15.realigned.bam,5112404,5285726.5,7299701,-0.08606,NAFO 4X
NS.1794.002.UDP0167_i7---UDP0167_i5.4X_16.realigned.bam,5121852,5296630.3,7314371,-0.08662,NAFO 4X
NS.1794.002.UDP0168_i7---UDP0168_i5.4X_17.realigned.bam,5050426,5184447,7162735,-0.06775,NAFO 4X
NS.1794.002.UDP0169_i7---UDP0169_i5.4X_18.realigned.bam,5188333,5482670.1,7566195,-0.14127,NAFO 4X
NS.1794.002.UDP0170_i7---UDP0170_i5.4X_19.realigned.bam,4999958,5088378.2,7032061,-0.04549,NAFO 4X
NS.1794.002.UDP0171_i7---UDP0171_i5.4X_20.realigned.bam,5089327,5294511.6,7310955,-0.10176,NAFO 4X
NS.1794.002.UDP0172_i7---UDP0172_i5.4X_21.realigned.bam,5167742,5447986.7,7519166,-0.13531,NAFO 4X
NS.1794.002.UDP0173_i7---UDP0173_i5.4X_22.realigned.bam,5147482,5386757,7436520,-0.11673,NAFO 4X
NS.1794.002.UDP0174_i7---UDP0174_i5.4X_23.realigned.bam,4905695,4923323.7,6808982,-0.00935,NAFO 4X
NS.1794.002.UDP0175_i7---UDP0175_i5.4X_24.realigned.bam,4963793,5033799.7,6958727,-0.03637,NAFO 4X
NS.1794.002.UDP0176_i7---UDP0176_i5.4X_25.realigned.bam,5091822,5308351.6,7330828,-0.10706,NAFO 4X
NS.1794.002.UDP0177_i7---UDP0177_i5.4X_26.realigned.bam,5192958,5525173.8,7622826,-0.15838,NAFO 4X
NS.1794.002.UDP0178_i7---UDP0178_i5.4X_27.realigned.bam,4615230,4491338.5,6221078,0.07162,NAFO 4X
NS.1794.002.UDP0179_i7---UDP0179_i5.4X_28.realigned.bam,5046629,5193382.4,7174676,-0.07407,NAFO 4X
NS.1794.002.UDP0180_i7---UDP0180_i5.4X_29.realigned.bam,5189474,5655133.3,7799037,-0.2172,NAFO 4X
NS.1794.002.UDP0181_i7---UDP0181_i5.4X_30.realigned.bam,5161161,5436720.8,7503725,-0.13331,NAFO 4X
NS.1794.002.UDP0182_i7---UDP0182_i5.4X_31.realigned.bam,5084076,5278335.5,7289832,-0.09657,NAFO 4X
NS.1794.002.UDP0183_i7---UDP0183_i5.4X_32.realigned.bam,5118495,5278141.2,7288819,-0.0794,NAFO 4X
NS.1794.002.UDP0184_i7---UDP0184_i5.4X_33.realigned.bam,4976006,5029737,6952979,-0.02794,NAFO 4X
NS.1794.002.UDP0185_i7---UDP0185_i5.4X_34.realigned.bam,5193331,5696193.4,7854960,-0.23294,NAFO 4X
NS.1794.002.UDP0186_i7---UDP0186_i5.4X_35.realigned.bam,5119909,5336832.1,7368628,-0.10676,NAFO 4X
NS.1794.002.UDP0187_i7---UDP0187_i5.NENS_out_1.realigned.bam,5037147,5123986.7,7079828,-0.0444,Northeast NS
NS.1794.002.UDP0188_i7---UDP0188_i5.NENS_out_2.realigned.bam,5224088,5799080.4,7992056,-0.2622,Northeast NS
NS.1794.002.UDP0189_i7---UDP0189_i5.NENS_out_3.realigned.bam,5217660,5693707.1,7850102,-0.22076,Northeast NS
NS.1794.002.UDP0190_i7---UDP0190_i5.NENS_out_4.realigned.bam,5185717,5479248.8,7561250,-0.14099,Northeast NS
NS.1794.002.UDP0191_i7---UDP0191_i5.NENS_out_5.realigned.bam,5194904,5619998,7751309,-0.19945,Northeast NS
NS.1794.003.UDP0097_i7---UDP0097_i5.NENS_out_6.realigned.bam,5172780,5455944.6,7529195,-0.13658,Northeast NS
NS.1794.003.UDP0098_i7---UDP0098_i5.NENS_out_7.realigned.bam,5210512,5589461,7709054,-0.17878,Northeast NS
NS.1794.003.UDP0099_i7---UDP0099_i5.NENS_out_8.realigned.bam,5176045,5492141.3,7578154,-0.15153,Northeast NS
NS.1794.003.UDP0100_i7---UDP0100_i5.NENS_out_9.realigned.bam,5142973,5358196.2,7396887,-0.10557,Northeast NS
NS.1794.003.UDP0101_i7---UDP0101_i5.NENS_out_10.realigned.bam,5190121,5492777.4,7577814,-0.14516,Northeast NS
NS.1794.003.UDP0102_i7---UDP0102_i5.NENS_out_11.realigned.bam,5147410,5439380.1,7506935,-0.14122,Northeast NS
NS.1794.003.UDP0103_i7---UDP0103_i5.NENS_out_12.realigned.bam,5218871,5625712.6,7758701,-0.19074,Northeast NS
NS.1794.003.UDP0104_i7---UDP0104_i5.NENS_out_13.realigned.bam,5208397,5573932.7,7688107,-0.1729,Northeast NS
NS.1794.003.UDP0105_i7---UDP0105_i5.NENS_out_14.realigned.bam,5219013,5632925.7,7768248,-0.19384,Northeast NS
NS.1794.003.UDP0106_i7---UDP0106_i5.NENS_out_15.realigned.bam,5066127,5304085,7323943,-0.11781,Northeast NS
NS.1794.003.UDP0107_i7---UDP0107_i5.NENS_out_16.realigned.bam,5214457,5571171,7684825,-0.16877,Northeast NS
NS.1794.003.UDP0108_i7---UDP0108_i5.NENS_out_17.realigned.bam,5160840,5402663.2,7457070,-0.11771,Northeast NS
NS.1794.003.UDP0109_i7---UDP0109_i5.NENS_out_18.realigned.bam,5195848,5494847.7,7581958,-0.14326,Northeast NS
NS.1794.003.UDP0110_i7---UDP0110_i5.NENS_out_19.realigned.bam,5186219,5711302.9,7873597,-0.24284,Northeast NS
NS.1794.003.UDP0111_i7---UDP0111_i5.NENS_out_20.realigned.bam,5202945,5574257.2,7689073,-0.17558,Northeast NS
NS.1794.003.UDP0112_i7---UDP0112_i5.NENS_out_21.realigned.bam,5159434,5385777.1,7434510,-0.11048,Northeast NS
NS.1794.003.UDP0113_i7---UDP0113_i5.NENS_out_22.realigned.bam,5200608,5533239.5,7633783,-0.15835,Northeast NS
NS.1794.003.UDP0114_i7---UDP0114_i5.NENS_out_23.realigned.bam,4853116,4825619.6,6675620,0.01486,Northeast NS
NS.1794.003.UDP0115_i7---UDP0115_i5.NENS_out_24.realigned.bam,5210162,5622534.7,7754041,-0.19347,Northeast NS
NS.1794.003.UDP0116_i7---UDP0116_i5.NENS_out_25.realigned.bam,5045065,5149384.6,7114666,-0.05308,Northeast NS
NS.1794.003.UDP0117_i7---UDP0117_i5.NENS_out_26.realigned.bam,5175313,5476756.4,7557233,-0.14489,Northeast NS
NS.1794.003.UDP0118_i7---UDP0118_i5.NENS_out_27.realigned.bam,5120978,5363121.6,7403789,-0.11866,Northeast NS
NS.1794.003.UDP0119_i7---UDP0119_i5.NENS_out_28.realigned.bam,5147464,5372984,7417203,-0.11032,Northeast NS
NS.1794.003.UDP0120_i7---UDP0120_i5.NENS_out_29.realigned.bam,5049254,5174490.5,7148899,-0.06343,Northeast NS
NS.1794.003.UDP0121_i7---UDP0121_i5.NENS_out_30.realigned.bam,5236413,5562227.8,7672131,-0.15442,Northeast NS
NS.1794.003.UDP0122_i7---UDP0122_i5.NENS_out_31.realigned.bam,5184987,5562573,7673517,-0.17887,Northeast NS
NS.1794.003.UDP0123_i7---UDP0123_i5.NENS_out_32.realigned.bam,5218537,5678725.1,7829716,-0.21394,Northeast NS
NS.1794.003.UDP0124_i7---UDP0124_i5.NENS_out_33.realigned.bam,5141244,5333192.6,7363646,-0.09453,Northeast NS
NS.1794.003.UDP0125_i7---UDP0125_i5.NENS_out_34.realigned.bam,5085062,5224728.1,7216080,-0.07014,Northeast NS
NS.1794.003.UDP0126_i7---UDP0126_i5.NENS_out_35.realigned.bam,5168840,5413304.6,7471268,-0.11879,Northeast NS
NS.1794.003.UDP0127_i7---UDP0127_i5.6222_1.realigned.bam,5187929,5484843.2,7567101,-0.14259,CMA 12G
NS.1794.003.UDP0128_i7---UDP0128_i5.6222_2.realigned.bam,5054519,5159132.1,7126869,-0.05316,CMA 12G
NS.1794.003.UDP0129_i7---UDP0129_i5.6222_3.realigned.bam,5014750,5080865.6,7019829,-0.0341,CMA 12G
NS.1794.003.UDP0130_i7---UDP0130_i5.6222_4.realigned.bam,1445159,1245619.2,1747212,0.39781,CMA 12G
NS.1794.003.UDP0131_i7---UDP0131_i5.6222_5.realigned.bam,5234174,5764236.6,7944800,-0.24309,CMA 12G
NS.1794.003.UDP0132_i7---UDP0132_i5.6222_6.realigned.bam,5221558,5620011.3,7749521,-0.18711,CMA 12G
NS.1794.003.UDP0133_i7---UDP0133_i5.6222_7.realigned.bam,5239641,5565481,7675890,-0.1544,CMA 12G
NS.1794.003.UDP0134_i7---UDP0134_i5.6222_8.realigned.bam,5201640,5581045.8,7696490,-0.17935,CMA 12G
NS.1794.003.UDP0135_i7---UDP0135_i5.6222_9.realigned.bam,5242237,5591637.8,7710682,-0.16489,CMA 12G
NS.1794.003.UDP0136_i7---UDP0136_i5.6222_10.realigned.bam,5223080,5640101,7776858,-0.19517,CMA 12G
NS.1794.003.UDP0137_i7---UDP0137_i5.6222_11.realigned.bam,5225271,5652397.9,7793366,-0.1995,CMA 12G
NS.1794.003.UDP0138_i7---UDP0138_i5.6222_12.realigned.bam,5222189,5566349.7,7677356,-0.16303,CMA 12G
NS.1794.003.UDP0139_i7---UDP0139_i5.6222_13.realigned.bam,5248938,5666095.1,7811738,-0.19442,CMA 12G
NS.1794.003.UDP0140_i7---UDP0140_i5.6222_14.realigned.bam,5128222,5360505.4,7399284,-0.11393,CMA 12G
NS.1794.003.UDP0141_i7---UDP0141_i5.6222_15.realigned.bam,3742786,3480719.8,4837775,0.19311,CMA 12G
NS.1794.003.UDP0142_i7---UDP0142_i5.6222_16.realigned.bam,5257453,5621990.5,7752018,-0.17114,CMA 12G
NS.1794.003.UDP0143_i7---UDP0143_i5.6222_17.realigned.bam,5187238,5459288.1,7533011,-0.13119,CMA 12G
NS.1794.003.UDP0144_i7---UDP0144_i5.6222_18.realigned.bam,5241136,5776859.1,7960783,-0.2453,CMA 12G
NS.1794.003.UDP0145_i7---UDP0145_i5.6222_19.realigned.bam,4952384,4978317.2,6882093,-0.01362,CMA 12G
NS.1794.003.UDP0146_i7---UDP0146_i5.6222_20.realigned.bam,5251000,5686078.8,7838688,-0.20212,CMA 12G
NS.1794.003.UDP0147_i7---UDP0147_i5.6222_21.realigned.bam,5149448,5399972.6,7452642,-0.12205,CMA 12G
NS.1794.003.UDP0148_i7---UDP0148_i5.6222_22.realigned.bam,4925023,4902577.4,6778251,0.01197,CMA 12G
NS.1794.003.UDP0149_i7---UDP0149_i5.6222_23.realigned.bam,5064981,5153307.2,7113482,-0.04506,CMA 12G
NS.1794.003.UDP0150_i7---UDP0150_i5.6222_24.realigned.bam,5133571,5302982.9,7321422,-0.08393,CMA 12G
NS.1794.003.UDP0151_i7---UDP0151_i5.6222_25.realigned.bam,5231799,5814266.9,8011603,-0.26508,CMA 12G
NS.1794.003.UDP0152_i7---UDP0152_i5.6222_26.realigned.bam,5105086,5947112.3,8190525,-0.37533,CMA 12G
NS.1794.003.UDP0153_i7---UDP0153_i5.6222_27.realigned.bam,5207022,5620747.4,7750355,-0.19427,CMA 12G
NS.1794.003.UDP0154_i7---UDP0154_i5.6222_28.realigned.bam,5117823,5863650.5,8078520,-0.33674,CMA 12G
NS.1794.003.UDP0155_i7---UDP0155_i5.6222_29.realigned.bam,5193033,5744888.6,7917807,-0.25397,CMA 12G
NS.1794.003.UDP0156_i7---UDP0156_i5.6222_30.realigned.bam,5152002,5447860.3,7516931,-0.14299,CMA 12G
NS.1794.003.UDP0157_i7---UDP0157_i5.6222_31.realigned.bam,5211925,5715173,7878158,-0.23266,CMA 12G
NS.1794.003.UDP0158_i7---UDP0158_i5.6222_32.realigned.bam,5187289,5839638.9,8045954,-0.29567,CMA 12G
NS.1794.003.UDP0159_i7---UDP0159_i5.6222_33.realigned.bam,5206240,5467675.3,7542214,-0.12602,CMA 12G
NS.1794.003.UDP0160_i7---UDP0160_i5.6222_34.realigned.bam,5184287,5872805,8090523,-0.31046,CMA 12G
NS.1794.003.UDP0161_i7---UDP0161_i5.6222_35.realigned.bam,5095993,5176132,7146696,-0.04067,CMA 12G
NS.1794.003.UDP0162_i7---UDP0162_i5.2420_1.realigned.bam,5140932,5484885.9,7567895,-0.16512,CMA 12C
NS.1794.003.UDP0163_i7---UDP0163_i5.2420_2.realigned.bam,5182913,5505307.1,7595583,-0.15424,CMA 12C
NS.1794.003.UDP0164_i7---UDP0164_i5.2420_3.realigned.bam,5166851,5663764.1,7809075,-0.23163,CMA 12C
NS.1794.003.UDP0165_i7---UDP0165_i5.2420_4.realigned.bam,4700346,4591128.8,6355548,0.0619,CMA 12C
NS.1794.003.UDP0166_i7---UDP0166_i5.2420_5.realigned.bam,5152678,5429417.9,7493259,-0.13409,CMA 12C
NS.1794.003.UDP0167_i7---UDP0167_i5.2420_6.realigned.bam,5245866,5672201.1,7820529,-0.19845,CMA 12C
NS.1794.003.UDP0168_i7---UDP0168_i5.2420_7.realigned.bam,5244857,5665704.5,7811531,-0.19612,CMA 12C
NS.1794.003.UDP0169_i7---UDP0169_i5.2420_8.realigned.bam,5176431,5487732.3,7572273,-0.14934,CMA 12C
NS.1794.003.UDP0170_i7---UDP0170_i5.2420_9.realigned.bam,5138659,5788173,7977302,-0.2967,CMA 12C
NS.1794.003.UDP0171_i7---UDP0171_i5.2420_10.realigned.bam,4788512,4722527,6534199,0.03642,CMA 12C
NS.1794.003.UDP0172_i7---UDP0172_i5.2420_11.realigned.bam,4971161,5049714.7,6978622,-0.04072,CMA 12C
NS.1794.003.UDP0173_i7---UDP0173_i5.2420_12.realigned.bam,5210431,5731994.8,7901511,-0.24041,CMA 12C
NS.1794.003.UDP0174_i7---UDP0174_i5.2420_13.realigned.bam,5157126,5827094.4,8029783,-0.30416,CMA 12C
NS.1794.003.UDP0175_i7---UDP0175_i5.2420_14.realigned.bam,5089092,5753128.8,7929584,-0.3051,CMA 12C
NS.1794.003.UDP0176_i7---UDP0176_i5.2420_15.realigned.bam,5202222,5827754.3,8030184,-0.28402,CMA 12C
NS.1794.003.UDP0177_i7---UDP0177_i5.2420_16.realigned.bam,5237707,5638385.7,7775067,-0.18752,CMA 12C
NS.1794.003.UDP0178_i7---UDP0178_i5.2420_17.realigned.bam,5161671,5412964.6,7470295,-0.12215,CMA 12C
NS.1794.003.UDP0179_i7---UDP0179_i5.2420_18.realigned.bam,5188853,5674564.4,7823371,-0.22604,CMA 12C
NS.1794.003.UDP0180_i7---UDP0180_i5.2420_19.realigned.bam,5196168,5758941.9,7937228,-0.25836,CMA 12C
NS.1794.003.UDP0181_i7---UDP0181_i5.2420_20.realigned.bam,4959079,4971857.6,6873445,-0.00672,CMA 12C
NS.1794.003.UDP0182_i7---UDP0182_i5.2420_21.realigned.bam,4856517,4834339.7,6687753,0.01197,CMA 12C
NS.1794.003.UDP0183_i7---UDP0183_i5.2420_22.realigned.bam,5237000,5509753.7,7600895,-0.13043,CMA 12C
NS.1794.003.UDP0184_i7---UDP0184_i5.2420_23.realigned.bam,5204720,5885566,8107895,-0.30637,CMA 12C
NS.1794.003.UDP0185_i7---UDP0185_i5.2420_24.realigned.bam,5198238,5496889.5,7584709,-0.14304,CMA 12C
NS.1794.003.UDP0186_i7---UDP0186_i5.2420_25.realigned.bam,5169935,5460016.8,7534723,-0.13982,CMA 12C
NS.1794.003.UDP0187_i7---UDP0187_i5.2420_26.realigned.bam,5208595,5571895.4,7685500,-0.17189,CMA 12C
NS.1794.003.UDP0188_i7---UDP0188_i5.2420_27.realigned.bam,5221628,5695058,7851852,-0.21951,CMA 12C
NS.1794.003.UDP0189_i7---UDP0189_i5.2420_28.realigned.bam,5173456,5424812.6,7486406,-0.12192,CMA 12C
NS.1794.003.UDP0190_i7---UDP0190_i5.2420_29.realigned.bam,5217839,5530850.1,7629017,-0.14918,CMA 12C
NS.1794.003.UDP0191_i7---UDP0191_i5.2420_30.realigned.bam,5191860,5679507.7,7831232,-0.22663,CMA 12C
NS.1794.004.UDP0097_i7---UDP0097_i5.2420_31.realigned.bam,5163053,5429364.2,7492571,-0.12908,CMA 12C
NS.1794.004.UDP0098_i7---UDP0098_i5.2420_32.realigned.bam,5197139,5601413.4,7726124,-0.19027,CMA 12C
NS.1794.004.UDP0099_i7---UDP0099_i5.2420_33.realigned.bam,5231660,5823457,8024537,-0.26887,CMA 12C
NS.1794.004.UDP0100_i7---UDP0100_i5.2420_34.realigned.bam,5166016,5890115.5,8113188,-0.32572,CMA 12C
NS.1794.004.UDP0101_i7---UDP0101_i5.2420_35.realigned.bam,5206409,5823867.3,8024726,-0.28055,CMA 12C
NS.1794.004.UDP0102_i7---UDP0102_i5.AW_1.realigned.bam,5200460,5827488.5,8029666,-0.28473,LaurentianChannel
NS.1794.004.UDP0103_i7---UDP0103_i5.AW_2.realigned.bam,5035411,5862405.1,8077504,-0.37334,LaurentianChannel
NS.1794.004.UDP0104_i7---UDP0104_i5.AW_3.realigned.bam,5181422,5713678.2,7876596,-0.24608,LaurentianChannel
NS.1794.004.UDP0105_i7---UDP0105_i5.AW_4.realigned.bam,5156277,5738985.6,7909894,-0.26842,LaurentianChannel
NS.1794.004.UDP0106_i7---UDP0106_i5.AW_5.realigned.bam,5166074,5880946.9,8101765,-0.3219,LaurentianChannel
NS.1794.004.UDP0107_i7---UDP0107_i5.AW_6.realigned.bam,5131700,5907041.2,8137163,-0.34767,LaurentianChannel
NS.1794.004.UDP0108_i7---UDP0108_i5.AW_7.realigned.bam,5233694,5788536.3,7977805,-0.25344,LaurentianChannel
NS.1794.004.UDP0109_i7---UDP0109_i5.AW_8.realigned.bam,5234340,5473972.1,7551735,-0.11533,LaurentianChannel
NS.1794.004.UDP0110_i7---UDP0110_i5.AW_9.realigned.bam,5131974,5923142,8158622,-0.35391,LaurentianChannel
NS.1794.004.UDP0111_i7---UDP0111_i5.AW_10.realigned.bam,5100997,5908904.5,8139575,-0.36218,LaurentianChannel
NS.1794.004.UDP0112_i7---UDP0112_i5.AW_11.realigned.bam,5166306,5889006.7,8112553,-0.32502,LaurentianChannel
NS.1794.004.UDP0113_i7---UDP0113_i5.AW_12.realigned.bam,5196555,5373404,7415767,-0.08659,LaurentianChannel
NS.1794.004.UDP0114_i7---UDP0114_i5.AW_13.realigned.bam,4609655,4473199.4,6193538,0.07932,LaurentianChannel
NS.1794.004.UDP0115_i7---UDP0115_i5.AW_14.realigned.bam,5265876,5736196.8,7906122,-0.21675,LaurentianChannel
NS.1794.004.UDP0116_i7---UDP0116_i5.AW_15.realigned.bam,5080479,5939739,8180709,-0.38343,LaurentianChannel
NS.1794.004.UDP0117_i7---UDP0117_i5.AW_16.realigned.bam,5284623,5757358.2,7934687,-0.21712,LaurentianChannel
NS.1794.004.UDP0118_i7---UDP0118_i5.AW_17.realigned.bam,5190054,5855878.9,8068075,-0.30098,LaurentianChannel
NS.1794.004.UDP0119_i7---UDP0119_i5.AW_18.realigned.bam,5195520,5857208.6,8069695,-0.29907,LaurentianChannel
NS.1794.004.UDP0120_i7---UDP0120_i5.AW_19.realigned.bam,5227462,5747335.7,7921546,-0.23911,LaurentianChannel
NS.1794.004.UDP0121_i7---UDP0121_i5.AW_20.realigned.bam,5216112,5486303.2,7569398,-0.12971,LaurentianChannel
NS.1794.004.UDP0122_i7---UDP0122_i5.AW_21.realigned.bam,5154344,5868511.8,8084875,-0.32223,LaurentianChannel
NS.1794.004.UDP0123_i7---UDP0123_i5.AW_22.realigned.bam,5268207,5824011.7,8025084,-0.25252,LaurentianChannel
NS.1794.004.UDP0124_i7---UDP0124_i5.AW_23.realigned.bam,5229375,5621275.2,7750999,-0.18401,LaurentianChannel
NS.1794.004.UDP0125_i7---UDP0125_i5.AW_24.realigned.bam,5207060,5633758.3,7768013,-0.19993,LaurentianChannel
NS.1794.004.UDP0126_i7---UDP0126_i5.AW_25.realigned.bam,5215355,5639948.2,7776175,-0.19876,LaurentianChannel
NS.1794.004.UDP0127_i7---UDP0127_i5.AW_26.realigned.bam,5254108,5621791.9,7751816,-0.17262,LaurentianChannel
NS.1794.004.UDP0128_i7---UDP0128_i5.AW_27.realigned.bam,5244367,5678515.1,7828733,-0.20191,LaurentianChannel
NS.1794.004.UDP0129_i7---UDP0129_i5.AW_28.realigned.bam,4968375,5022402.9,6941534,-0.02815,LaurentianChannel
NS.1794.004.UDP0130_i7---UDP0130_i5.AW_29.realigned.bam,5237232,5739171,7910398,-0.23118,LaurentianChannel
NS.1794.004.UDP0131_i7---UDP0131_i5.AW_30.realigned.bam,5224440,5698164.2,7855347,-0.2196,LaurentianChannel
NS.1794.004.UDP0132_i7---UDP0132_i5.AW_31.realigned.bam,5188380,5810538.9,8007039,-0.28325,LaurentianChannel
NS.1794.004.UDP0133_i7---UDP0133_i5.AW_32.realigned.bam,5259963,5648189,7787738,-0.18145,LaurentianChannel
NS.1794.004.UDP0134_i7---UDP0134_i5.AW_33.realigned.bam,5188162,5424718.2,7485200,-0.11481,LaurentianChannel
NS.1794.004.UDP0135_i7---UDP0135_i5.AW_34.realigned.bam,5232508,5524357.2,7620466,-0.13923,LaurentianChannel
NS.1794.004.UDP0136_i7---UDP0136_i5.AW_35.realigned.bam,4724862,4627041.1,6400931,0.05514,LaurentianChannel
NS.1794.004.UDP0137_i7---UDP0137_i5.WCB_F_1.realigned.bam,5220377,5630099,7764027,-0.192,WCB Female
NS.1794.004.UDP0138_i7---UDP0138_i5.WCB_F_2.realigned.bam,5167016,5416314.3,7475429,-0.12107,WCB Female
NS.1794.004.UDP0139_i7---UDP0139_i5.WCB_F_3.realigned.bam,5205844,5573851.5,7688162,-0.17406,WCB Female
NS.1794.004.UDP0140_i7---UDP0140_i5.WCB_F_4.realigned.bam,5193674,5491144.9,7576491,-0.14265,WCB Female
NS.1794.004.UDP0141_i7---UDP0141_i5.WCB_F_5.realigned.bam,5179755,5449215.9,7519747,-0.13014,WCB Female
NS.1794.004.UDP0142_i7---UDP0142_i5.WCB_F_6.realigned.bam,5192191,5751696.1,7927752,-0.25712,WCB Female
NS.1794.004.UDP0143_i7---UDP0143_i5.WCB_F_7.realigned.bam,5007623,5100993.1,7049061,-0.04793,WCB Female
NS.1794.004.UDP0144_i7---UDP0144_i5.WCB_F_8.realigned.bam,5210490,5677495.3,7827767,-0.21718,WCB Female
NS.1794.004.UDP0145_i7---UDP0145_i5.WCB_F_9.realigned.bam,5106663,5235389.7,7229781,-0.06454,WCB Female
NS.1794.004.UDP0146_i7---UDP0146_i5.WCB_F_10.realigned.bam,5205911,5847819.7,8057409,-0.29051,WCB Female
NS.1794.004.UDP0147_i7---UDP0147_i5.WCB_F_11.realigned.bam,5148359,5338771.8,7370033,-0.09374,WCB Female
NS.1794.004.UDP0148_i7---UDP0148_i5.WCB_F_12.realigned.bam,5232288,5576352.8,7691652,-0.16266,WCB Female
NS.1794.004.UDP0149_i7---UDP0149_i5.WCB_F_13.realigned.bam,5211271,5477787,7558253,-0.1281,WCB Female
NS.1794.004.UDP0150_i7---UDP0150_i5.WCB_F_14.realigned.bam,5195447,5439428.9,7506602,-0.11803,WCB Female
NS.1794.004.UDP0151_i7---UDP0151_i5.WCB_F_15.realigned.bam,5206897,5519485.8,7614511,-0.14921,WCB Female
NS.1794.004.UDP0152_i7---UDP0152_i5.WCB_F_16.realigned.bam,5107385,5943800.9,8186385,-0.37297,WCB Female
NS.1794.004.UDP0153_i7---UDP0153_i5.WCB_F_17.realigned.bam,5174640,5366292.2,7407325,-0.0939,WCB Female
NS.1794.004.UDP0154_i7---UDP0154_i5.WCB_F_18.realigned.bam,5253174,5783775.1,7970935,-0.2426,WCB Female
NS.1794.004.UDP0155_i7---UDP0155_i5.WCB_F_19.realigned.bam,5154839,5344350.3,7377748,-0.0932,WCB Female
NS.1794.004.UDP0156_i7---UDP0156_i5.WCB_F_20.realigned.bam,5227048,5615284.4,7744128,-0.18237,WCB Female
NS.1794.004.UDP0157_i7---UDP0157_i5.WCB_F_21.realigned.bam,5160057,5300484.4,7317603,-0.06962,WCB Female
NS.1794.004.UDP0158_i7---UDP0158_i5.WCB_F_22.realigned.bam,5242976,5585259.9,7703389,-0.1616,WCB Female
NS.1794.004.UDP0159_i7---UDP0159_i5.WCB_F_23.realigned.bam,5225082,5622468.8,7753122,-0.18651,WCB Female
NS.1794.004.UDP0160_i7---UDP0160_i5.WCB_F_24.realigned.bam,5211773,5797852,7990099,-0.26734,WCB Female
NS.1794.004.UDP0161_i7---UDP0161_i5.WCB_F_25.realigned.bam,5104808,5249563,7249975,-0.07236,WCB Female
NS.1794.004.UDP0162_i7---UDP0162_i5.WCB_F_26.realigned.bam,5243979,5573219,7687203,-0.15574,WCB Female
NS.1794.004.UDP0163_i7---UDP0163_i5.WCB_F_27.realigned.bam,4981231,5014201.6,6930626,-0.0172,WCB Female
NS.1794.004.UDP0164_i7---UDP0164_i5.WCB_F_28.realigned.bam,5230965,5544421.4,7648074,-0.14901,WCB Female
